source_url,source_file,retrieval_date,waterbody,survey_type,year,freshwater_drum_per_trawl,yellow_perch_per_trawl,emerald_shiner_per_trawl,walleye_per_trawl,white_bass_per_trawl,white_sucker_per_trawl,channel_catfish_per_trawl,common_carp_per_trawl,bluegill_per_trawl,quillback_per_trawl
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2005,417.1,4.0,0.1,5.4,1.9,1.8,0.6,1.4,0.1,0.3
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2006,672.1,21.4,0.2,7.5,12.2,1.4,0.8,2.3,1.7,0.5
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2007,508.4,5.1,6.7,6.0,8.8,2.7,0.7,2.4,2.0,1.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2008,534.3,7.3,15.2,3.4,4.1,2.0,0.8,3.4,0.1,0.5
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2009,485.9,7.3,15.2,10.8,4.2,2.3,0.9,2.2,0.6,1.3
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2010,471.4,6.1,1.3,3.4,3.7,2.0,0.8,2.7,0.1,1.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2011,484.9,14.0,17.9,3.9,17.4,5.1,1.3,3.6,0.2,1.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2012,526.8,5.5,0.7,4.7,10.3,5.4,2.2,1.9,0.0,0.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2013,598.7,4.4,1.1,3.4,7.6,4.0,3.3,2.0,0.0,0.5
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2014,443.5,1.6,0.3,6.6,2.8,4.6,1.7,1.6,0.0,0.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2015,691.3,0.4,0.1,6.8,4.0,4.4,1.5,1.8,0.0,0.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2016,491.7,0.3,0.3,4.6,2.7,3.6,1.7,0.8,0.0,0.6
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2017,734.5,10.6,0.1,9.0,3.2,3.0,1.5,1.3,0.4,0.6
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2018,230.1,6.7,0.7,10.3,5.0,3.2,1.4,1.6,0.0,0.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2019,396.8,2.5,0.3,8.0,1.4,4.4,1.7,2.3,0.2,1.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2020,285.3,4.0,0.5,5.9,2.2,2.9,1.4,2.1,0.1,1.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2021,382.2,9.6,7.4,5.4,3.6,2.7,1.9,1.8,1.4,1.2
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2022,296.7,15.5,0.5,6.4,4.6,1.9,1.3,1.4,1.6,0.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment (fisheries survey; not angler creel),2023,305.3,13.4,1.5,15.7,3.8,2.5,1.4,0.9,3.1,0.8
