"STATION","DATE","PRCP","TMAX","TMIN"
"USC00470516","2023-11-24","    0","   44","  -89"
"USC00470516","2023-11-25","    0","  -11","  -72"
"USC00470516","2023-11-26","   25","    6","  -33"
"USC00470516","2023-11-27","    3","    0","  -83"
"USC00470516","2023-11-28","    0","  -39"," -144"
"USC00470516","2023-11-29","    0","  -44"," -144"
"USC00470516","2023-11-30","    0","   67","  -61"
"USC00470516","2023-12-01","    0","   78","  -83"
"USC00470516","2023-12-02","    0","   22","  -61"
"USC00470516","2023-12-03","   81","   33","  -17"
"USC00470516","2023-12-04","    3","   17","    0"
"USC00470516","2023-12-05","    3","   33","    0"
"USC00470516","2023-12-06","    0","   28","  -17"
"USC00470516","2023-12-07","    0","   44","  -17"
"USC00470516","2023-12-08","    0","  106","   -6"
"USC00470516","2023-12-09","   69","  128","   33"
"USC00470516","2023-12-10","    0","   61","  -17"
"USC00470516","2023-12-11","    0","  -17","  -50"
"USC00470516","2023-12-12","    0","   17","  -50"
"USC00470516","2023-12-13","    0","   11"," -106"
"USC00470516","2023-12-14","    0","   61"," -106"
"USC00470516","2023-12-15","    0","  117","  -39"
"USC00470516","2023-12-16","    0","   94","   11"
"USC00470516","2023-12-17","   15","   61","   39"
"USC00470516","2023-12-18","    0","   39","  -28"
"USC00470516","2023-12-19","    0","  -28"," -128"
"USC00470516","2023-12-20","    0","   17"," -111"
"USC00470516","2023-12-21","    0","   50","  -50"
"USC00470516","2023-12-22","    0","   44","   -6"
"USC00470516","2023-12-23","    0","   78","   33"
"USC00470516","2023-12-24","    0","   89","   67"
"USC00470516","2023-12-25","    8","  122","   89"
"USC00470516","2023-12-26","  119","  122","   22"
"USC00470516","2023-12-27","    0","   28","   -6"
"USC00470516","2023-12-28","   15","   50","  -28"
"USC00470516","2023-12-29","   51","   17","  -11"
"USC00470516","2023-12-30","    0","   39","  -78"
"USC00470516","2023-12-31","   15","    6","  -39"
"USC00470516","2024-01-01","    0","    0","  -33"
"USC00470516","2024-01-02","    0","  -17","  -39"
"USC00470516","2024-01-03","    0","   17","  -39"
"USC00470516","2024-01-04","    0","   33","  -56"
"USC00470516","2024-01-05","    0","    6","  -72"
"USC00470516","2024-01-06","    3","   39","  -22"
"USC00470516","2024-01-07","    0","   39","  -28"
"USC00470516","2024-01-08","    0","   17","  -28"
"USC00470516","2024-01-09","   33","    6","  -28"
"USC00470516","2024-01-10","  112","    6","   -6"
"USC00470516","2024-01-11","   30","    6","  -61"
"USC00470516","2024-01-12","   28","    6","  -67"
"USC00470516","2024-01-13","  185","   -6","  -78"
"USC00470516","2024-01-14","    3","  -61"," -217"
"USC00470516","2024-01-15","    0",," -217"
"USC00470516","2024-01-16","    0"," -144"," -211"
"USC00470516","2024-01-17","    0"," -150"," -211"
"USC00470516","2024-01-18","    0"," -100"," -211"
"USC00470516","2024-01-19","    5"," -106"," -189"
"USC00470516","2024-01-20","    0"," -128"," -250"
"USC00470516","2024-01-21","    0"," -100"," -228"
"USC00470516","2024-01-22","    0","  -44"," -139"
"USC00470516","2024-01-23","    0",,"  -44"
"USC00470516","2024-01-24","    0",,
"USC00470516","2024-01-25","    3",,
"USC00470516","2024-01-26","   53",,
"USC00470516","2024-01-27","   33",,
"USC00470516","2024-01-28","    0",,
"USC00470516","2024-01-29","    0",,
"USC00470516","2024-01-30","    0",,
"USC00470516","2024-01-31","    0","   44","    6"
"USC00470516","2024-02-01","    0","   67","  -11"
"USC00470516","2024-02-02","    0","   89","  -17"
"USC00470516","2024-02-03","    0","   22","   -6"
"USC00470516","2024-02-04","    0","   72","  -44"
"USC00470516","2024-02-05","    0","   78","  -78"
"USC00470516","2024-02-06","    0","   44","  -72"
"USC00470516","2024-02-07","    0","  100","  -56"
"USC00470516","2024-02-08","    0","   72","    0"
"USC00470516","2024-02-09","    0","  133","   39"
"USC00470516","2024-02-10","    0","   56","  -11"
"USC00470516","2024-02-11","    0","   50","  -50"
"USC00470516","2024-02-12","    0","   33","  -67"
"USC00470516","2024-02-13","    0","   94","  -56"
"USC00470516","2024-02-14","    0","   44","  -50"
"USC00470516","2024-02-15","   97","   89","  -33"
"USC00470516","2024-02-16","    0","   28","  -50"
"USC00470516","2024-02-17","    0","  -11"," -128"
"USC00470516","2024-02-18","    0","   17","  -89"
"USC00470516","2024-02-19","    0","   61","  -89"
"USC00470516","2024-02-20","    0","   72","  -83"
"USC00470516","2024-02-21","    0","  139","    0"
"USC00470516","2024-02-22","    0","  150","  -39"
"USC00470516","2024-02-23","    0","  167","  -39"
"USC00470516","2024-02-24","    5","   50"," -139"
"USC00470516","2024-02-25","    0","   72","  -33"
"USC00470516","2024-02-26","    0","  144","  -44"
"USC00470516","2024-02-27","    0","  200","  -44"
"USC00470516","2024-02-28","    8","  222"," -111"
"USC00470516","2024-02-29","    0","  -33"," -122"
"USC00470516","2024-03-01","    0","   83"," -111"
"USC00470516","2024-03-02","    0","  111","   17"
"USC00470516","2024-03-03","    0","  167","   56"
"USC00470516","2024-03-04","    0","  239",
"USC00470516","2024-03-05","   53",,"  -22"
"USC00470516","2024-03-06","    0","  106","  -61"
"USC00470516","2024-03-07","    0","  117","  -50"
"USC00470516","2024-03-08","    0","  133","   28"
"USC00470516","2024-03-09","  112","   61","  -22"
"USC00470516","2024-03-10","    0","   44","  -61"
"USC00470516","2024-03-11","    0","   89","  -44"
"USC00470516","2024-03-12","    0","  189","   44"
"USC00470516","2024-03-13","    0","  217","  -17"
"USC00470516","2024-03-14","    0","  200","   -6"
"USC00470516","2024-03-15","  119","   83","  -28"
"USC00470516","2024-03-16","    0","  139","  -28"
"USC00470516","2024-03-17","    0","  111","  -28"
"USC00470516","2024-03-18","    0","    0","  -44"
"USC00470516","2024-03-19","    0","   39","  -44"
"USC00470516","2024-03-20","    0","  133","  -22"
"USC00470516","2024-03-21","    0","   28","  -50"
"USC00470516","2024-03-22","   53","   28","  -50"
"USC00470516","2024-03-23","    0","   11","  -94"
"USC00470516","2024-03-24","   10","   44","  -78"
"USC00470516","2024-03-25","    5","   56","    6"
"USC00470516","2024-03-26","  155","  128","   50"
"USC00470516","2024-03-27","    3","  128","  -33"
"USC00470516","2024-03-28","    0","   50","  -50"
"USC00470516","2024-03-29","    0","   83","  -72"
"USC00470516","2024-03-30","   64","  122","   17"
"USC00470516","2024-03-31","    0","  128","   -6"
"USC00470516","2024-04-01","    0","   89","  -17"
"USC00470516","2024-04-02","   94","   78","  -17"
"USC00470516","2024-04-03","  226","   17","    6"
"USC00470516","2024-04-04","    8","   39","   11"
"USC00470516","2024-04-05","    0","   67","  -22"
"USC00470516","2024-04-06","    0","  117","  -33"
"USC00470516","2024-04-07","    0","  133","  -22"
"USC00470516","2024-04-08","   74","   89","   56"
"USC00470516","2024-04-09","    0","  172","   33"
"USC00470516","2024-04-10","    0","  167","   39"
"USC00470516","2024-04-11","    0","  211","   44"
"USC00470516","2024-04-12","   97","  178","   56"
"USC00470516","2024-04-13","    0","  167","    0"
"USC00470516","2024-04-14","    0","  228","  128"
"USC00470516","2024-04-15","    0","  272","   39"
"USC00470516","2024-04-16","    0","  233","   39"
"USC00470516","2024-04-17","  417","  200","   78"
"USC00470516","2024-04-18","    0","  167","   39"
"USC00470516","2024-04-19","   18","  117","   22"
"USC00470516","2024-04-20","    0","  117","    0"
"USC00470516","2024-04-21","    0","   56","  -33"
"USC00470516","2024-04-22","    0","  156","  -11"
"USC00470516","2024-04-23","    0","  194","  -11"
"USC00470516","2024-04-24","    0","  206","   17"
"USC00470516","2024-04-25","    0","  139","   17"
"USC00470516","2024-04-26","    0","  167","   11"
"USC00470516","2024-04-27","   13","  217","   61"
"USC00470516","2024-04-28","    0","  272","  117"
"USC00470516","2024-04-29","  254","  117","   72"
"USC00470516","2024-04-30","   36","  194","   89"
"USC00470516","2024-05-01","   30","  228","   94"
"USC00470516","2024-05-02","    0","  222","  117"
"USC00470516","2024-05-03","   64","  217","   67"
"USC00470516","2024-05-04","    0","  239","   67"
"USC00470516","2024-05-05","   10","  222","   39"
"USC00470516","2024-05-06","    0","  211","   56"
"USC00470516","2024-05-07","    0","  239","   67"
"USC00470516","2024-05-08","  155","  189","   72"
"USC00470516","2024-05-09","    3","  256","   72"
"USC00470516","2024-05-10","   23","  178","   67"
"USC00470516","2024-05-11","   46","  217","   50"
"USC00470516","2024-05-12","    0","  228","   78"
"USC00470516","2024-05-13","   13","  289","  161"
"USC00470516","2024-05-14","    0","  222","  100"
"USC00470516","2024-05-15","    0","  206","   44"
"USC00470516","2024-05-16","    0","  233","   50"
"USC00470516","2024-05-17","    3","  256","   83"
"USC00470516","2024-05-18","    0","  272","   89"
"USC00470516","2024-05-19","    0","  306","  117"
"USC00470516","2024-05-20","   71","  256","  144"
"USC00470516","2024-05-21","  102","  228","  128"
"USC00470516","2024-05-22","  467","  256","  144"
"USC00470516","2024-05-23","    0","  228","  128"
"USC00470516","2024-05-24","    0","  256","  117"
"USC00470516","2024-05-25","  239","  211","   61"
"USC00470516","2024-05-26","    0","  250","  128"
"USC00470516","2024-05-27","  170","  172","  122"
"USC00470516","2024-05-28","    3","  211","  100"
"USC00470516","2024-05-29","    0","  194","   67"
"USC00470516","2024-05-30","    0","  217","   67"
"USC00470516","2024-05-31","    0","  233","  100"
"USC00470516","2024-06-01","    0","  272","  117"
"USC00470516","2024-06-02","  160","  194","  144"
"USC00470516","2024-06-03","    0","  256","  144"
"USC00470516","2024-06-04","  488","  250","  183"
"USC00470516","2024-06-05","   30","  294","  183"
"USC00470516","2024-06-06","   10","  272","  128"
"USC00470516","2024-06-07","    0","  222","  117"
"USC00470516","2024-06-08","    8","  244","  111"
"USC00470516","2024-06-09","  102","  217","   94"
"USC00470516","2024-06-10","    0","  239","   78"
"USC00470516","2024-06-11","    0","  233","   72"
"USC00470516","2024-06-12","    0","  239","   78"
"USC00470516","2024-06-13","   76","  300","  133"
"USC00470516","2024-06-14","    0","  289","  111"
"USC00470516","2024-06-15","    0","  261","  133"
"USC00470516","2024-06-16","  130","  261","  178"
"USC00470516","2024-06-17","   51","  317","  233"
"USC00470516","2024-06-18","  135","  322","  217"
"USC00470516","2024-06-19","    0","  328","  217"
"USC00470516","2024-06-20","  102","  261","  183"
"USC00470516","2024-06-21","   15","  206","  178"
"USC00470516","2024-06-22","  699","  294","  189"
"USC00470516","2024-06-23","  594","  300","  189"
"USC00470516","2024-06-24","    0","  267","  156"
"USC00470516","2024-06-25","   41","  306","  233"
"USC00470516","2024-06-26","    0","  317","  194"
"USC00470516","2024-06-27","    0","  289","  117"
"USC00470516","2024-06-28","   23","  250","  150"
"USC00470516","2024-06-29","  152","  239","  150"
"USC00470516","2024-06-30","    0","  294","  111"
