source_url,source_file,retrieval_date,waterbody,survey_type,year,trout_perch_per_trawl,freshwater_drum_per_trawl,black_crappie_per_trawl,walleye_per_trawl,yellow_perch_per_trawl,white_bass_per_trawl,emerald_shiner_per_trawl,gizzard_shad_per_trawl,sauger_per_trawl,bluegill_per_trawl
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2007,405.4,109.8,3.5,17.5,2.2,8.8,16.9,2.9,0.9,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2008,341.8,52.8,0.5,1.4,1.8,4.1,1.1,0.4,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2009,449.2,13.1,6.8,0.9,1.4,4.2,2.9,0.1,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2010,335.2,83.2,11.4,0.2,1.4,15.0,0.4,0.3,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2011,249.9,10.9,1.2,10.4,5.7,102.4,0.1,0.5,0.3,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2012,133.6,212.2,3.1,11.9,1.0,36.7,5.5,122.6,0.0,0.4
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2013,100.8,53.5,1.0,0.4,0.9,12.1,3.4,19.5,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2014,94.2,14.2,0.2,1.4,0.1,0.2,0.2,11.4,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2015,106.2,15.7,1.4,9.9,0.7,4.3,0.2,11.7,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2016,359.8,93.0,24.1,4.1,2.3,17.6,3.5,102.4,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2017,456.3,50.8,0.9,5.1,0.8,7.4,0.2,1.3,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2018,206.3,23.0,2.1,5.9,3.5,0.8,0.7,0.4,0.0,0.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2019,116.0,185.4,2.7,3.6,4.2,7.9,0.2,0.1,0.0,0.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2020,133.3,393.8,13.9,3.6,13.8,18.0,0.4,0.3,0.0,1.3
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2021,577.0,95.0,10.4,8.2,5.1,4.2,2.0,0.5,0.3,0.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2022,802.3,91.4,3.0,17.4,19.5,4.2,4.4,3.1,0.0,0.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LakeWinnebagoBottomTrawlingReport2023.pdf,WinnebagoTrawling_2023.pdf,2026-09-08,Lake Winnebago,bottom trawl assessment YOY (fisheries survey; not angler creel),2023,532.3,25.4,4.7,2.8,9.6,1.0,1.2,2.9,0.0,0.3
