source_url,source_file,retrieval_date,waterbody,county,creel_year,species,directed_effort_hours,pct_of_directed_effort,total_catch,catch_rate_hrs_per_fish,total_harvest,harvest_rate_hrs_per_fish,harvest_rate_fish_per_hour,mean_harvest_length_in
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2024-25,Burbot,0,0.0,9,,0,,,
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2024-25,White Bass,0,0.0,54,,21,,,13.2
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Walleye,52019,18.4,13479,4.3,3915,13.9,0.0719,17.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Northern Pike,36946,13.1,14976,4.0,6032,7.2,0.1389,22.5
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Muskellunge,17447,6.2,217,116.3,0,,,
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Smallmouth Bass,14541,5.2,9066,2.5,149,122.0,0.0082,18.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Largemouth Bass,13329,4.7,8633,1.7,30,,,18.2
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Yellow Perch,68286,24.2,131000,0.5,40141,1.7,0.5882,8.9
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Bluegill,48537,17.2,104476,0.5,30093,1.7,0.5882,7.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Black Crappie,18847,6.7,9730,2.2,5682,3.8,0.2632,10.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Pumpkinseed,11595,4.1,9220,2.3,1830,8.0,0.125,6.6
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,Rock Bass,236,0.1,4269,0.6,403,1.2,0.8333,8.0
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaPelican2425Creel.pdf,PelicanLake_2425Creel.pdf,2026-09-08,Pelican Lake,Oneida,2011-12,White Bass,449,0.2,699,1.3,468,1.4,0.7143,12.5
