source_url,source_file,retrieval_date,waterbody,county,creel_year,species,directed_effort_hours,pct_of_directed_effort,total_catch,catch_rate_hrs_per_fish,total_harvest,harvest_rate_hrs_per_fish,harvest_rate_fish_per_hour,mean_harvest_length_in
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Walleye,23819,16.1,618,38.5,164,144.9,0.0069,18.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Northern Pike,16238,10.9,2638,13.9,534,33.7,0.0297,24.3
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Muskellunge,18571,12.5,284,88.5,0,,,
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Smallmouth Bass,8892,6.0,4337,2.7,0,,,
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Largemouth Bass,15058,10.2,21407,0.9,68,588.2,0.0017,15.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Yellow Perch,16489,11.1,8129,2.2,2334,7.6,0.1316,8.8
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Bluegill,26580,17.9,36263,0.8,13197,2.0,0.5,7.1
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Black Crappie,21510,14.5,13852,1.6,7313,3.0,0.3333,10.4
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Pumpkinseed,633,0.4,990,0.9,297,2.2,0.4545,6.4
https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Reports_OneidaMinocqua20242025Creel.pdf,MinocquaLake_2425Creel.pdf,2026-09-08,Minocqua Lake,Oneida,2009-10,Rock Bass,527,0.4,2899,1.1,152,,,7.4
